state,district_name,district_type,nces_lea_id,studentvue_login_url,mobile_app_base_url,district_studentvue_information_url,evidence_url,evidence_title,verification_status,last_verified,notes
Pennsylvania,Benton Area SD,Traditional public school district,4203390,https://pa-basd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-basd-psv.edupoint.com/,,https://pa-basd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Benton Area School District (Benton PA 17814); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4203390 (name score 1.24).
Pennsylvania,Bethlehem Area SD,Traditional public school district,4203570,https://pa-bet-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-bet-psv.edupoint.com/,,https://pa-bet-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Bethlehem Area School District (Bethlehem PA 18017); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4203570 (name score 1.24).
Pennsylvania,Bethlehem-Center SD,Traditional public school district,4203600,https://pa-bcsd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-bcsd-psv.edupoint.com/,,https://pa-bcsd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Bethlehem-Center School District (Fredericktown PA 15333); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4203600 (name score 1.24).
Pennsylvania,Conneaut SD,Traditional public school district,4206590,https://pa-csd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-csd-psv.edupoint.com/,,https://pa-csd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Conneaut School District (Linesville PA 16424); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4206590 (name score 1.24).
Pennsylvania,Derry Township SD,Traditional public school district,4207590,https://pa-derry.edupoint.com/PXP2_Login_Student.aspx,https://pa-derry.edupoint.com/,,https://pa-derry.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Derry Township School District (Hershey PA 17033); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4207590 (name score 1.24).
Pennsylvania,Greensburg Salem SD,Traditional public school district,4210920,https://pa-gssd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-gssd-psv.edupoint.com/,https://www.greensburgsalem.org/,https://www.greensburgsalem.org/,Home - Greensburg Salem School District,Confirmed current,2026-07-24,Edupoint registry: Greensburg-Salem School District (Greensburg PA 15601); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4210920 (name score 1.24).
Pennsylvania,Hempfield Area SD,Traditional public school district,4211760,https://pa-hasd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-hasd-psv.edupoint.com/,,https://pa-hasd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Hempfield Area School District (Greensburg PA 15601); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4211760 (name score 1.24).
Pennsylvania,Jeannette City SD,Traditional public school district,4212330,https://pa-jcsd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-jcsd-psv.edupoint.com/,,https://pa-jcsd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Jeannette City School District (Jeanette PA 15644); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4212330 (name score 1.04).
Pennsylvania,Lancaster SD,Traditional public school district,4213140,https://pa-lan-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-lan-psv.edupoint.com/,https://sdlancaster.org/,https://sdlancaster.org/,Home - School District of Lancaster,Confirmed current,2026-07-24,Edupoint registry: School District of Lancaster (Lancaster PA 17603); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4213140 (name score 1.24).
Pennsylvania,Mifflinburg Area SD,Traditional public school district,4226010,https://pa-miff-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-miff-psv.edupoint.com/,https://www.mifflinburg.org/,https://www.mifflinburg.org/,Home - Mifflinburg Area School District,Confirmed current,2026-07-24,Edupoint registry: Mifflinburg Area School District (Mifflinburg PA 17844); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4226010 (name score 1.24).
Pennsylvania,City CHS,Public charter LEA,4200094,https://pa-cchs-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-cchs-psv.edupoint.com/,,https://pa-cchs-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: City Charter High School (Pittsburgh PA 15222); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4200882 (name score 0.56).; Registry label is the school's common name; NCES lists the LEA as City CHS.
